GeneName,logFC,pval,padj
HIF1A-AS2,3.3857,4.51E-13,4.51E-13
DUSP8,3.28818,6.92E-54,6.92E-54
RNU6ATAC,2.55645,0,0
NFKBIE,3.10152,1.12E-74,1.12E-74
COL2A1,3.36289,3.60E-11,3.60E-11
HIST2H2BF,3.3941,7.64E-20,7.64E-20
PER1,3.81971,0,0
BRE-AS1,3.1234,6.58E-14,6.58E-14
LOC100130557,2.77548,1.06E-32,1.06E-32
LOC284454,2.26494,8.32E-32,8.32E-32
C7orf53,2.38799,9.92E-08,9.92E-08
SCARNA7,2.51179,0,0
C2orf66,2.06946,0,0
SNORA28,2.81086,0,0
TCERG1L,2.34988,0,0
HRH3,2.16689,0,0
LINS,2.00894,2.10E-19,2.10E-19
DKFZP434I0714,2.27738,5.63E-14,5.63E-14
EPM2AIP1,2.04349,4.22E-49,4.22E-49
ARHGAP40,2.41218,0,0
SNORD97,2.08045,0,0
SNORA63,2.0738,0,0
SCARNA15,2.55572,1.37E-07,1.37E-07
ZSCAN12P1,2.26262,0,0
SNORD50B,2.18436,0,0
SNORA3,2.53443,4.72E-11,4.72E-11
LOC100505676,2.31517,0,0
HIST2H2BC,2.09925,0,0
PER3,2.38125,5.69E-18,5.69E-18
SNORA45,2.16214,2.22E-05,2.22E-05
VGF,2.17008,0,0
ZNF764,2.25938,4.06E-23,4.06E-23
NOTCH2NL,2.09838,2.46E-16,2.46E-16
FOXD3,2.20046,2.89E-07,2.89E-07
SNORD15B,2.27535,8.04E-06,8.04E-06
IER2,2.27323,4.56E-125,4.56E-125
SCARNA2,2.31137,0,0
PRR14,2.04164,8.40E-43,8.40E-43
FOXC2,3.4146,2.17E-11,2.17E-11
KIAA1199,2.23528,1.95E-08,1.95E-08
ID1,2.23324,3.43E-39,3.43E-39
ANXA10,1.39766,0,0
GPR142,4.58233,1.15E-20,1.15E-20
HIST1H2AK,3.91744,8.10E-33,8.10E-33
ARC,3.05157,4.64E-37,4.64E-37
NTNG2,3.14908,3.34E-12,3.34E-12
DLX2,3.40612,0,0
HIST3H2BB,3.40553,0,0
LINC00472,2.24979,3.59E-27,3.59E-27
LINC00115,2.85308,1.65E-19,1.65E-19
TCTE3,2.19237,1.80E-06,1.80E-06
RASD1,2.6277,3.10E-16,3.10E-16
NR4A1,2.88869,0,0
ADM5,2.05751,1.00E-09,1.00E-09
SPEF1,1.00064,0.083015103,0.083015103
DBP,2.71819,3.12E-20,3.12E-20
LOC100216545,2.74888,3.55E-38,3.55E-38
WRAP53,2.02071,6.34E-29,6.34E-29
KRT15,-2.19536,3.95E-07,3.95E-07
DPP4,-2.10188,0,0
CPA4,-2.8638,0,0
CST2,-2.71218,6.89E-09,6.89E-09
KRT19,-2.10786,7.65E-33,7.65E-33
ADCY5,-2.3008,1.23E-06,1.23E-06
OLFML2A,-2.17702,0,0
PSG5,-2.48516,1.49E-06,1.49E-06
PIK3R3,-0.46132,0.102482303,0.102482303
DIO2,-0.12091,0.837102739,0.837102739
MCM10,0.10965,0.838580774,0.838580774
FAM111B,0.24413,0,0
PEG10,0.18477,0.21279369,0.21279369
FAM222A,0.43683,0.222316751,0.222316751
PRR15,0.36788,0.081671606,0.081671606
SP9,0.89021,0.075356199,0.075356199
KCNK5,0.50872,0.300011929,0.300011929
SLC26A9,-0.76212,0,0
NCALD,-0.75665,0,0
TXNDC5,-0.06904,0,0
DHCR24,-1.40314,7.00E-20,7.00E-20
CDKN2C,0.71231,0.043449734,0.043449734
SDF2L1,0.369,0.24367001,0.24367001
FEN1,-0.40621,0.078989013,0.078989013
ADAT3,0.36879,0.481570398,0.481570398
PDF,-0.33165,0.576474036,0.576474036
MIR31HG,0.0984,0.826589701,0.826589701
KCNK2,0,0,0
LOC389332,0,0,0
ABCG5,0,0,0
KIAA1456,-0.02925,0,0
SOSTDC1,0,0,0
TEX15,-0.08189,0.900020251,0.900020251
C1QTNF9B-AS1,-0.46837,0,0
SCGN,-0.94448,0,0
EPN3,0.29021,0,0
NPBWR1,0,0,0
METTL7A,0.08076,0,0
SYT12,-0.37441,0.449836944,0.449836944
C9orf116,0.35165,0,0
CCDC113,-0.04891,0.93518386,0.93518386
LINC00313,0.3155,0,0
SLC3A1,-0.33633,0,0
C9orf9,-0.71864,0,0
ST6GAL2,0.95537,0.005861501,0.005861501
KSR2,0.66843,0.193984072,0.193984072
NEIL1,1.11193,0,0
IQCC,0.50152,0,0
OPRL1,0.98134,0,0
ITGB2-AS1,1.07701,0,0
NECAB2,-0.37909,0.487738112,0.487738112
ATOH8,0.33426,0,0
HSD17B14,0.04625,0.855101967,0.855101967
MB,-0.58102,0.127346655,0.127346655
WISP2,-0.40467,0.251755952,0.251755952
FLJ22184,-0.64191,0,0
ADSSL1,-0.86864,0.055065764,0.055065764
MMP28,-0.6774,0,0
ABHD1,-0.83391,0,0
LGALS4,-0.98243,0,0
GAL3ST1,-0.68775,0.027747738,0.027747738
VMO1,-0.47187,0,0
NT5M,-0.75096,0.12067533,0.12067533
MCF2L,-1.11414,0,0
SLC29A4,-0.4931,0.205865982,0.205865982
BCAM,-0.57373,0.003801115,0.003801115
VPS37D,-0.12348,0.846982473,0.846982473
VASN,-0.50116,0.28415874,0.28415874
NEURL1B,-0.12523,0,0
C10orf91,-0.28733,0,0
MMP24,-0.53442,3.55E-05,3.55E-05
SLC7A7,-0.12638,0.462559516,0.462559516
MUC5B,-0.15418,0.273400496,0.273400496
CDCA7L,-0.57802,0.151655237,0.151655237
ITGA11,-0.64246,0,0
AKR1C2,-0.11912,0.143121361,0.143121361
LLGL2,-0.16755,0.459312121,0.459312121
INHBB,-0.31047,0.047531297,0.047531297
TM4SF20,1.20521,2.49E-06,2.49E-06
CPLX2,-0.12112,0.134193907,0.134193907
HNF1A-AS1,0.37103,0,0
GPR162,0.53416,0,0
TMEM37,0.39321,0.265664205,0.265664205
RAB37,0.0045,0.989341399,0.989341399
CEBPA-AS1,0.40432,0,0
CLDN3,0.59109,0,0
C17orf97,0.52383,0.249298532,0.249298532
CRIP3,0.30129,0,0
RDM1,0.28116,0,0
H1FX-AS1,0.05586,0,0
SLC52A1,0.20238,0.473101333,0.473101333
LOC643669,0.33912,0,0
PROCA1,0.10454,0,0
FUZ,-0.01984,0.964391964,0.964391964
FAM69B,0.62106,0.053976001,0.053976001
CAPS,0.17468,0,0
VWA5B2,0.73299,0,0
TJP3,0.47607,0.129533197,0.129533197
E2F2,0.9002,0,0
C18orf56,0.84255,0.024791478,0.024791478
CHST13,0.70792,0,0
WBP1,0.52341,0.154532187,0.154532187
SNORD104,0.65686,0.050612813,0.050612813
NTS,0.50226,1.77E-07,1.77E-07
SFRP4,-0.11784,0.686984261,0.686984261
EPS8L3,0.20164,0.637220114,0.637220114
SLC23A1,-0.48778,0.239795665,0.239795665
C12orf36,-0.60202,0.242454352,0.242454352
ENHO,0.31577,0,0
DOK4,-0.19484,0.298173003,0.298173003
APOH,-0.37942,0,0
LOC100130417,1.00301,0,0
DACT2,0.3109,0,0
INSL4,0.73329,0,0
FCGBP,-1.00943,9.50E-05,9.50E-05
SYNGR4,-0.81378,0,0
AQP3,-0.75314,0.028023171,0.028023171
DPEP1,-0.26624,0,0
PDZD3,-0.32119,0,0
SERPINA6,-1.00654,0,0
SSTR5-AS1,-1.30504,0.007030983,0.007030983
CNTNAP2,-0.52936,0,0
OLFML3,-0.59187,0.000242042,0.000242042
LOC100422737,0.29127,0.568050978,0.568050978
CBLN2,-0.14345,0,0
SCARA5,-0.3459,0.40877358,0.40877358
RADIL,-0.21837,0,0
RNF43,-0.38725,0.053587361,0.053587361
CCND3,-0.45463,7.20E-05,7.20E-05
UPK3B,-0.47008,0.361207863,0.361207863
KLHDC7A,-0.26822,0.29287968,0.29287968
BAAT,-0.2325,0.370665702,0.370665702
MYO1A,-0.83671,0,0
C9orf152,-0.7521,0,0
USH1C,-0.19194,0.59920876,0.59920876
ZDHHC8P1,-0.77647,0,0
PRODH,-0.83719,0.026895578,0.026895578
RAP1GAP,-0.8067,4.94E-06,4.94E-06
EPHB3,0.61718,0,0
FGFR4,-0.53813,0.002826068,0.002826068
PRR15L,-0.07875,0.912150633,0.912150633
ADH6,0.37803,0.487738112,0.487738112
HLA-DMB,-0.16025,0.757901108,0.757901108
ANKS4B,0.01975,0.971209807,0.971209807
SPDEF,-0.50282,0,0
PACSIN1,-0.19885,0,0
PRODH2,-0.33413,0,0
BCAS1,-1.24909,0.004622636,0.004622636
HABP2,-1.16899,0.005211497,0.005211497
KRT4,-2.10327,0,0
CCDC74B,-0.05235,0,0
CKMT1B,-0.61211,0,0
GALM,-0.76355,6.64E-05,6.64E-05
CCDC34,0.04012,0.868466854,0.868466854
TPPP3,-0.76627,0.111373431,0.111373431
ANXA13,-0.06076,0.826989457,0.826989457
CDH17,-1.54948,0,0
CACNG4,-1.21179,0.000198256,0.000198256
CDH16,-2.52805,0,0
TERT,-0.6398,0,0
HOXB13,-1.03706,0.011573716,0.011573716
CIDEC,-1.21767,0,0
CYP4F12,-0.58402,0.225515919,0.225515919
AMBP,-1.0288,1.70E-09,1.70E-09
SEMA4G,-0.48134,0.028048348,0.028048348
RAB40B,-0.68665,0.008071928,0.008071928
EFCAB12,-0.81513,0,0
KIAA1875,0.05575,0.92758417,0.92758417
DEGS2,-0.83151,0,0
RERG,-0.29793,0.406533568,0.406533568
HR,-0.59158,0.30565982,0.30565982
ANXA9,-1.18005,0.000160408,0.000160408
FGFR3,-0.80258,0.029065187,0.029065187
KIF12,-0.72313,0.047410636,0.047410636
RAB26,-0.27604,0.570176699,0.570176699
MXD3,-0.66326,0.193260984,0.193260984
RIBC2,0.36685,0,0
C16orf59,-0.15801,0.751937459,0.751937459
SLC25A10,-0.26103,0.23280341,0.23280341
LRRC45,0.27941,0.486142964,0.486142964
H2AFX,0.16127,0.704290675,0.704290675
SNRNP25,-0.66749,0.039737446,0.039737446
TM4SF4,-1.20895,6.68E-29,6.68E-29
H19,-0.8771,0,0
TK1,-1.07043,1.29E-05,1.29E-05
GPX2,-0.44313,0.000233175,0.000233175
NRGN,-0.46297,0,0
ELN,-0.69288,0,0
HPDL,-0.54754,0,0
MCM5,-0.58434,0.041948892,0.041948892
RECQL4,-0.25056,0.353438673,0.353438673
TONSL,-0.44336,0.177191033,0.177191033
NEB,-0.28194,0.486462913,0.486462913
CLDN2,-0.3418,0.144516525,0.144516525
VIL1,-1.65906,3.35E-10,3.35E-10
DDC,-1.28333,0,0
A1BG,0.32395,0,0
A1BG-AS1,0.32045,0.495163399,0.495163399
A1CF,-0.32856,0,0
A2M,0,0,0
A2M-AS1,0.25627,0,0
A2ML1,0,0,0
A2MP1,0,0,0
A4GALT,0.4169,0.217764245,0.217764245
A4GNT,0,0,0
AA06,0,0,0
AAAS,-0.4368,0.00675601,0.00675601
AACS,-0.68834,1.25E-05,1.25E-05
AACSP1,-0.66373,0,0
AADAC,0.27431,0.214894987,0.214894987
AADACL2,0,0,0
AADACL3,0,0,0
AADACL4,-0.0725,0,0
AADAT,0.2147,0.543716926,0.543716926
AAED1,0.63488,0.08370778,0.08370778
AAGAB,-0.13437,0.394500867,0.394500867
AAK1,-0.09747,0.627452414,0.627452414
AAMDC,-0.55723,0,0
AAMP,-0.28869,0.035206918,0.035206918
AANAT,0.03773,0,0
AAR2,0.04415,0.840163322,0.840163322
AARD,0,0,0
AARS,-0.76743,3.19E-08,3.19E-08
AARS2,-0.30533,0.299638056,0.299638056
AARSD1,-0.02925,0,0
AASDH,0.60212,0.234333744,0.234333744
AASDHPPT,0.18794,0.440542171,0.440542171
AASS,1.28423,0,0
AATF,-0.23597,0.07959158,0.07959158
AATK,1.83933,0,0
AATK-AS1,0,0,0
ABAT,0.12176,0.862087081,0.862087081
ABCA10,0.2535,0,0
ABCA11P,0.73256,0,0
ABCA12,-0.33428,0.004697082,0.004697082
ABCA13,-0.4129,0,0
ABCA17P,-0.05306,0,0
ABCA2,-0.52112,0.001106983,0.001106983
ABCA3,-0.81741,6.37E-06,6.37E-06
ABCA4,-0.8329,0,0
ABCA5,0.71433,0.105229083,0.105229083
ABCA6,0.45708,0,0
ABCA7,-0.44554,0.043480058,0.043480058
ABCA8,-0.25588,0,0
ABCA9,0.13251,0,0
ABCB1,-0.82144,0,0
ABCB10,-0.08453,0.77679924,0.77679924
ABCB11,-0.06552,0,0
ABCB4,0.05771,0,0
ABCB5,-0.02754,0,0
ABCB6,-0.54033,1.39E-06,1.39E-06
ABCB7,-0.05186,0.872377697,0.872377697
ABCB8,-0.59312,0,0
ABCB9,-0.7111,0.11349927,0.11349927
ABCC1,-0.26779,5.13E-05,5.13E-05
ABCC10,-0.32625,0.453015955,0.453015955
ABCC11,0.44566,0,0
ABCC12,-0.05306,0,0
ABCC13,0,0,0
ABCC2,-0.29086,0.000667117,0.000667117
ABCC3,-0.52993,1.01E-12,1.01E-12
ABCC4,-0.4769,5.26E-05,5.26E-05
ABCC5,-0.69776,3.17E-05,3.17E-05
ABCC5-AS1,0,0,0
ABCC6,0.11361,0.860864761,0.860864761
ABCC6P1,0,0,0
ABCC6P2,-0.02925,0,0
ABCC8,0.03186,0.957353023,0.957353023
ABCC9,0,0,0
ABCD1,0.18625,0.764534456,0.764534456
ABCD2,-0.05306,0,0
ABCD3,0.26773,0.050995207,0.050995207
ABCD4,-0.19531,0.372173734,0.372173734
ABCE1,0.23349,0.085821856,0.085821856
ABCF1,0.20136,0.134566526,0.134566526
ABCF2,-0.43877,0.004960337,0.004960337
ABCF3,-0.22064,0.233722017,0.233722017
ABCG1,-0.21742,0.684157089,0.684157089
ABCG2,-0.60522,0.000248396,0.000248396
ABCG4,-0.35811,0,0
ABCG8,0,0,0
ABHD10,-0.5578,0,0
ABHD11,-0.69653,0.046564941,0.046564941
ABHD12,-0.93396,2.02E-11,2.02E-11
ABHD12B,0,0,0
ABHD13,0.60229,0.012996195,0.012996195
ABHD14A,-0.33254,0,0
ABHD14A-ACY1,0,0,0
ABHD14B,-0.3361,0.257243847,0.257243847
ABHD15,-0.17036,0.502791249,0.502791249
ABHD16A,-0.01285,0.968771896,0.968771896
ABHD16B,0,0,0
ABHD2,-0.94191,2.57E-19,2.57E-19
ABHD3,-0.16836,0.340169908,0.340169908
ABHD4,-0.90681,1.06E-21,1.06E-21
ABHD5,0.67541,0.039490731,0.039490731
ABHD6,0.22358,0.509921794,0.509921794
ABHD8,-0.18738,0.742309834,0.742309834
ABI1,-0.12224,0.515552912,0.515552912
ABI2,0.16202,0.223440732,0.223440732
ABI3,-0.27308,0,0
ABI3BP,-0.37887,0,0
ABL1,0.26033,0.03366895,0.03366895
ABL2,1.14306,6.52E-20,6.52E-20
ABLIM1,-0.33426,0.002049534,0.002049534
ABLIM2,0.77144,0,0
ABLIM3,-0.72868,0.09614037,0.09614037
ABO,0,0,0
ABP1,0,0,0
ABR,-0.82802,1.42E-12,1.42E-12
ABRA,0,0,0
ABRACL,0.43855,0.047824243,0.047824243
ABT1,-0.01715,0.949271971,0.949271971
ABTB1,-0.06764,0.882902225,0.882902225
ABTB2,0.28246,0.02609588,0.02609588
ACAA1,-0.07666,0,0
ACAA2,-1.0749,2.78E-14,2.78E-14
ACACA,-0.72517,1.35E-13,1.35E-13
ACACB,-0.26222,0.433418713,0.433418713
ACAD10,-0.92125,4.27E-05,4.27E-05
ACAD11,0.10546,0,0
ACAD8,-0.1878,0.551357363,0.551357363
ACAD9,-0.44488,0.149046282,0.149046282
ACADL,-0.649,0,0
ACADM,-0.30291,0.234112638,0.234112638
ACADS,-0.11322,0.778113008,0.778113008
ACADSB,-0.60644,0.155165527,0.155165527
ACADVL,-0.67118,8.50E-09,8.50E-09
ACAP1,0.1728,0,0
ACAP2,0.15788,0.490067935,0.490067935
ACAP3,-0.35788,0.173206384,0.173206384
ACAT1,-0.53655,0.004037885,0.004037885
ACAT2,-0.91945,1.89E-09,1.89E-09
ACBD3,1.14467,4.00E-18,4.00E-18
ACBD4,0.02152,0.93700968,0.93700968
ACBD5,-0.38164,0.036346455,0.036346455
ACBD6,0.1997,0.332409406,0.332409406
ACBD7,0.46782,0,0
ACCS,-0.26992,0.337720769,0.337720769
ACCSL,0,0,0
ACD,0.15636,0.738518007,0.738518007
ACE,-0.02925,0,0
ACE2,0.61424,2.95E-09,2.95E-09
ACER1,0,0,0
ACER2,0.23537,0.307132765,0.307132765
ACER3,0.42766,0.081260621,0.081260621
ACIN1,0.35925,0.000128953,0.000128953
ACLY,-0.7542,2.05E-34,2.05E-34
ACMSD,-0.73947,0,0
ACN9,0.10038,0.805289078,0.805289078
ACO1,0.14937,0.37369047,0.37369047
ACO2,-0.98563,4.24E-15,4.24E-15
ACOT1,-0.34833,0.486030576,0.486030576
ACOT11,-0.45325,0,0
ACOT12,-0.1535,0,0
ACOT13,-0.38613,0.007620323,0.007620323
ACOT2,-0.1332,0.646840764,0.646840764
ACOT4,-0.42168,0,0
ACOT6,0,0,0
ACOT7,-0.7976,0.002751775,0.002751775
ACOT8,-0.83634,0.011772444,0.011772444
ACOT9,-0.43936,0.002367974,0.002367974
ACOX1,0.0987,0.526595568,0.526595568
ACOX2,0.1363,0.791941015,0.791941015
ACOX3,-1.111,0.000532903,0.000532903
ACOXL,0.17119,0,0
ACP1,-0.31412,0.006695246,0.006695246
ACP2,-0.24033,0.387424272,0.387424272
ACP5,-0.594,0,0
ACP6,0.01841,0.962981826,0.962981826
ACPL2,-0.50879,0,0
ACPP,-0.07696,0,0
ACPT,0,0,0
ACR,0.28444,0,0
ACRBP,-0.16483,0,0
ACRC,0.71097,0.174095345,0.174095345
ACRV1,-0.02925,0,0
ACSBG1,-0.5785,0,0
ACSBG2,0,0,0
ACSF2,-0.19135,0.690839142,0.690839142
ACSF3,-0.26419,0.270332918,0.270332918
ACSL1,-0.24482,0.512042701,0.512042701
ACSL3,-0.00739,0.956152519,0.956152519
ACSL4,-0.15194,0.522496984,0.522496984
ACSL5,-0.23852,0,0
ACSL6,1.08109,0,0
ACSM1,0,0,0
ACSM2A,0,0,0
ACSM2B,0,0,0
ACSM3,-0.01339,0.978159166,0.978159166
ACSM4,0,0,0
ACSM5,0,0,0
ACSS1,-0.98628,0.000907885,0.000907885
ACSS2,-0.57543,0.013912234,0.013912234
ACSS3,0,0,0
ACTA1,0.38138,0,0
ACTA2,-0.328,0.014118993,0.014118993
ACTB,-0.89784,1.48E-27,1.48E-27
ACTBL2,-0.14782,0,0
ACTC1,0.40595,0,0
ACTG1,-0.42324,4.00E-13,4.00E-13
ACTG1P4,0,0,0
ACTG2,-1.41459,0,0
ACTL10,0,0,0
ACTL6A,-0.3099,0.241069857,0.241069857
ACTL6B,-0.02925,0,0
ACTL7A,0,0,0
ACTL7B,0,0,0
ACTL8,0.1445,0,0
ACTL9,0,0,0
ACTN1,-0.91551,4.29E-20,4.29E-20
ACTN1-AS1,0.26739,0,0
ACTN3,0.83876,0,0
ACTN4,-1.02947,1.59E-45,1.59E-45
ACTR10,-0.55463,0.00686031,0.00686031
ACTR1A,-0.67578,2.82E-09,2.82E-09
ACTR1B,-0.62867,0,0
ACTR2,-0.45624,0.004842155,0.004842155
ACTR3,-0.2809,0.003879337,0.003879337
ACTR3B,0.28437,0.461432457,0.461432457
ACTR3BP2,0,0,0
ACTR3BP5,0,0,0
ACTR3C,0.16819,0,0
ACTR5,-0.05326,0.906719839,0.906719839
ACTR6,0.28654,0.329801019,0.329801019
ACTR8,-0.47476,0.03349587,0.03349587
ACTRT1,0,0,0
ACTRT2,0,0,0
ACTRT3,-0.39909,0.484561542,0.484561542
ACVR1,0.13661,0.462249418,0.462249418
ACVR1B,0.15124,0.565136504,0.565136504
ACVR1C,0.26739,0,0
ACVR2A,0.86119,0.001575968,0.001575968
ACVR2B,0.16001,0.611764149,0.611764149
ACVR2B-AS1,1.38586,0,0
ACVRL1,-0.19959,0,0
ACY1,-0.4622,0,0
ACY3,0.58846,0.282486852,0.282486852
ACYP1,-0.49023,0.321992008,0.321992008
ACYP2,0.18312,0.72558127,0.72558127
ADA,-0.32888,0.147226146,0.147226146
ADAD1,0,0,0
ADAD2,-0.10689,0,0
ADAL,0.13393,0.783334621,0.783334621
ADAM10,-0.44626,2.64E-06,2.64E-06
ADAM11,0.74417,0.122533903,0.122533903
ADAM12,0.34522,0.430526273,0.430526273
ADAM15,-0.6111,0.000102424,0.000102424
ADAM17,-0.38431,0.000668345,0.000668345
ADAM18,0.38762,0,0
ADAM1A,0.60444,0.254637417,0.254637417
ADAM2,0,0,0
ADAM20,-0.23077,0,0
ADAM20P1,1.42299,0,0
ADAM21,0.17461,0,0
ADAM21P1,0.17119,0,0
ADAM22,-0.29124,0,0
ADAM23,-0.42213,0.12541339,0.12541339
ADAM28,0.4425,0,0
ADAM29,0,0,0
ADAM30,-0.13368,0,0
ADAM32,0.52841,0,0
ADAM33,0,0,0
ADAM3A,0,0,0
ADAM5,0.17119,0,0
ADAM6,0,0,0
ADAM7,0,0,0
ADAM8,0.63228,0.053430335,0.053430335
ADAM9,-0.8048,8.75E-12,8.75E-12
ADAMDEC1,0,0,0
ADAMTS1,0.10017,0,0
ADAMTS10,-0.23632,0.417114178,0.417114178
ADAMTS12,-1.12055,0.042046871,0.042046871
ADAMTS13,-0.62556,0.294397017,0.294397017
ADAMTS14,-0.09822,0,0
ADAMTS15,-0.15427,0.721155212,0.721155212
ADAMTS16,-1.09279,0,0
ADAMTS17,0.15578,0,0
ADAMTS18,-0.19088,0,0
ADAMTS19,0,0,0
ADAMTS2,-0.21769,0,0
ADAMTS20,0,0,0
ADAMTS3,0.22273,0,0
ADAMTS4,0,0,0
ADAMTS5,-0.04114,0,0
ADAMTS7,-0.2491,0.277711737,0.277711737
ADAMTS8,-0.48456,0,0
ADAMTS9,0.07349,0.892530431,0.892530431
ADAMTS9-AS2,-0.10689,0,0
ADAMTSL1,0,0,0
ADAMTSL2,0,0,0
ADAMTSL3,0,0,0
ADAMTSL4,0.38426,0,0
ADAMTSL5,-0.1981,0.732364387,0.732364387
ADAP1,1.18885,0.007964098,0.007964098
ADAP2,0.52465,0.38587942,0.38587942
ADAR,-0.15226,0.185461861,0.185461861
ADARB1,0.0579,0,0
ADARB2,0,0,0
ADARB2-AS1,0,0,0
ADAT1,-0.30358,0.383003045,0.383003045
ADAT2,0.34699,0.287632439,0.287632439
ADC,-0.42243,0,0
ADCK1,-0.22946,0.63335772,0.63335772
ADCK2,-0.4755,0.353719522,0.353719522
ADCK3,-0.09597,0.708879052,0.708879052
ADCK4,-0.63753,0.004214325,0.004214325
ADCK5,-0.24519,0.660101792,0.660101792
ADCY1,-0.13073,0.685266886,0.685266886
ADCY10,1.60766,0,0
ADCY10P1,0.39147,0,0
ADCY2,0,0,0
ADCY3,-0.10778,0.658079053,0.658079053
ADCY4,0,0,0
ADCY6,-0.14098,0.482162672,0.482162672
ADCY7,-0.30382,0.12154029,0.12154029
ADCY8,-0.02847,0,0
ADCY9,-1.00623,0.000129379,0.000129379
ADCYAP1,0,0,0
ADCYAP1R1,-0.0725,0,0
ADD1,-0.86704,4.73E-13,4.73E-13
ADD2,-0.0089,0.97813985,0.97813985
ADD3,-0.11045,0.771357166,0.771357166
ADGB,0,0,0
ADH1A,-0.05306,0,0
ADH1B,-0.33397,0,0
ADH1C,-1.56915,0.001908844,0.001908844
ADH4,-0.18996,0,0
ADH5,-0.89643,4.84E-08,4.84E-08
ADH7,0,0,0
ADHFE1,-0.32433,0.309473359,0.309473359
ADI1,-0.99923,0,0
ADIG,0,0,0
ADIPOQ,-0.02925,0,0
ADIPOQ-AS1,0,0,0
ADIPOR1,-0.01782,0.916437179,0.916437179
ADIPOR2,-0.30902,0.116549984,0.116549984
ADIRF,0.38762,0,0
ADK,-0.55661,9.44E-05,9.44E-05
ADM,0.6293,1.44E-14,1.44E-14
ADNP,0.48729,0.000545505,0.000545505
ADNP2,1.22005,9.87E-16,9.87E-16
ADO,0.27392,0.059771385,0.059771385
ADORA1,0.16923,0,0
ADORA2A,1.3633,0.000564746,0.000564746
ADORA2A-AS1,0,0,0
ADORA2B,-0.12382,0.518070139,0.518070139
ADORA3,0,0,0
ADPGK,-0.22755,0.043384873,0.043384873
ADPGK-AS1,0,0,0
ADPRH,-0.30982,0,0
ADPRHL1,-1.06112,0.001993023,0.001993023
ADPRHL2,-0.00946,0.974131686,0.974131686
ADPRM,0.48575,0.267718528,0.267718528
ADRA1A,0,0,0
ADRA1B,-1.01701,0.033923171,0.033923171
ADRA1D,0.23278,0.588590966,0.588590966
ADRA2A,-1.07212,0,0
ADRA2B,-0.10689,0,0
ADRA2C,0.45138,0.30416279,0.30416279
ADRB1,-0.10814,0,0
ADRB3,0,0,0
ADRBK1,0.57013,0.008737558,0.008737558
ADRBK2,0.14843,0.576456332,0.576456332
ADRM1,-0.30031,0.035225672,0.035225672
ADSL,-0.3217,0.013042767,0.013042767
ADSS,-0.38173,0.009363444,0.009363444
ADTRP,0.47303,0,0
AEBP1,0.34337,0,0
AEBP2,1.74207,2.60E-23,2.60E-23
AEN,1.29665,0,0
AES,-0.19492,0.225405649,0.225405649
AFAP1,-0.57981,0.003265014,0.003265014
AFAP1-AS1,-0.251,0,0
AFAP1L1,0.11015,0.852177514,0.852177514
AFAP1L2,-0.51813,0.112629994,0.112629994
AFF1,-0.05469,0.725256466,0.725256466
AFF2,0,0,0
AFF3,0,0,0
AFF4,0.62353,6.91E-07,6.91E-07
AFG3L1P,0.11387,0.658060569,0.658060569
AFG3L2,0.02043,0.906757605,0.906757605
AFM,-0.04114,0,0
AFMID,-0.21826,0.65720168,0.65720168
AFP,0,0,0
AFTPH,0.12954,0.56470878,0.56470878
AGA,-0.74268,0.010675451,0.010675451
AGAP1,0.01536,0.949271971,0.949271971
AGAP11,0.19669,0,0
AGAP2,0.62594,0,0
AGAP3,0.05898,0.816696021,0.816696021
AGAP4,-0.06494,0,0
AGAP5,-0.25424,0,0
AGAP6,0.60328,0.010380435,0.010380435
AGAP7,0.32896,0,0
AGAP8,0.59145,0,0
AGAP9,-0.24906,0,0
AGBL1,0,0,0
AGBL2,0.54997,0.205300394,0.205300394
AGBL3,1.48431,0.000242375,0.000242375
AGBL4,0,0,0
AGBL5,-0.14058,0.349704628,0.349704628
AGER,0.03195,0.959706275,0.959706275
AGFG1,0.19831,0.13373584,0.13373584
AGFG2,-0.43138,0.008903154,0.008903154
AGGF1,0.17307,0.440699782,0.440699782
AGK,-0.13716,0.506498427,0.506498427
AGL,0.23631,0.41054073,0.41054073
AGMAT,0.41622,0.432315418,0.432315418
AGMO,-0.47744,0.187875872,0.187875872
AGO1,-0.1575,0.585999143,0.585999143
AGO2,0.30237,0.112146882,0.112146882
AGO3,0.06999,0.874773546,0.874773546
AGO4,0.00343,0.992816065,0.992816065
AGPAT1,-0.58919,0.001044397,0.001044397
AGPAT2,0.23005,0.500225259,0.500225259
AGPAT3,-0.24455,0.215718884,0.215718884
AGPAT4,-0.4809,0.177035207,0.177035207
AGPAT4-IT1,0.06568,0,0
AGPAT5,-0.24259,0.150835129,0.150835129
AGPAT6,-0.27635,0.025191974,0.025191974
AGPHD1,-0.21502,0.676379782,0.676379782
AGPS,-0.60968,4.26E-05,4.26E-05
AGR2,-1.15688,2.66E-20,2.66E-20
AGR3,-0.68021,0,0
AGRN,-0.28967,0,0
AGRP,0,0,0
AGSK1,0,0,0
AGT,1.23959,0.002398352,0.002398352
AGTPBP1,0.29582,0.299546679,0.299546679
AGTR1,0.35523,0,0
AGTR2,0,0,0
AGTRAP,-0.42067,0.08425658,0.08425658
AGXT,0,0,0
AGXT2,0,0,0
AGXT2L1,-0.19088,0,0
AGXT2L2,-0.00023,0.999392,0.999392
AHCTF1,0.22812,0.256642394,0.256642394
AHCTF1P1,0.11401,0,0
